orcid,username,ufirstname,ulastname,uemail,ucity,ucountry,uinstitution,udepartment,phone1,cid,cfullname,cstartdate,cenddate,cshortname,cfacultad,course_uri
0000-0000-0000-1159,user1159,NombreUsuario1159,Apellido1159,user1159@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291159,1225,curso #1159,1596547643,1603547643,curso#1159,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1225
0000-0000-0000-1160,user1160,NombreUsuario1160,Apellido1160,user1160@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291160,1226,curso #1160,1596547643,1603547643,curso#1160,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1226
0000-0000-0000-1161,user1161,NombreUsuario1161,Apellido1161,user1161@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291161,1227,curso #1161,1596547643,1603547643,curso#1161,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1227
0000-0000-0000-1162,user1162,NombreUsuario1162,Apellido1162,user1162@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291162,1228,curso #1162,1596547644,1603547644,curso#1162,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1228
0000-0000-0000-1163,user1163,NombreUsuario1163,Apellido1163,user1163@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291163,1229,curso #1163,1596547644,1603547644,curso#1163,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1229
0000-0000-0000-1164,user1164,NombreUsuario1164,Apellido1164,user1164@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291164,1230,curso #1164,1596547644,1603547644,curso#1164,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1230
0000-0000-0000-1165,user1165,NombreUsuario1165,Apellido1165,user1165@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291165,1231,curso #1165,1596547645,1603547645,curso#1165,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1231
0000-0000-0000-1166,user1166,NombreUsuario1166,Apellido1166,user1166@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291166,1232,curso #1166,1596547645,1603547645,curso#1166,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1232
0000-0000-0000-1167,user1167,NombreUsuario1167,Apellido1167,user1167@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291167,1233,curso #1167,1596547645,1603547645,curso#1167,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1233
0000-0000-0000-1168,user1168,NombreUsuario1168,Apellido1168,user1168@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291168,1234,curso #1168,1596547645,1603547645,curso#1168,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1234
0000-0000-0000-1169,user1169,NombreUsuario1169,Apellido1169,user1169@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291169,1235,curso #1169,1596547646,1603547646,curso#1169,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1235
0000-0000-0000-1170,user1170,NombreUsuario1170,Apellido1170,user1170@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291170,1236,curso #1170,1596547646,1603547646,curso#1170,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1236
0000-0000-0000-1171,user1171,NombreUsuario1171,Apellido1171,user1171@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291171,1237,curso #1171,1596547646,1603547646,curso#1171,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1237
0000-0000-0000-1172,user1172,NombreUsuario1172,Apellido1172,user1172@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291172,1238,curso #1172,1596547647,1603547647,curso#1172,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1238
0000-0000-0000-1173,user1173,NombreUsuario1173,Apellido1173,user1173@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291173,1239,curso #1173,1596547647,1603547647,curso#1173,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1239
0000-0000-0000-1174,user1174,NombreUsuario1174,Apellido1174,user1174@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291174,1240,curso #1174,1596547647,1603547647,curso#1174,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1240
0000-0000-0000-1175,user1175,NombreUsuario1175,Apellido1175,user1175@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291175,1241,curso #1175,1596547647,1603547647,curso#1175,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1241
0000-0000-0000-1176,user1176,NombreUsuario1176,Apellido1176,user1176@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291176,1242,curso #1176,1596547648,1603547648,curso#1176,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1242
0000-0000-0000-1177,user1177,NombreUsuario1177,Apellido1177,user1177@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291177,1243,curso #1177,1596547648,1603547648,curso#1177,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1243
0000-0000-0000-1178,user1178,NombreUsuario1178,Apellido1178,user1178@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291178,1244,curso #1178,1596547648,1603547648,curso#1178,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1244
0000-0000-0000-1179,user1179,NombreUsuario1179,Apellido1179,user1179@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291179,1245,curso #1179,1596547649,1603547649,curso#1179,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1245
0000-0000-0000-1180,user1180,NombreUsuario1180,Apellido1180,user1180@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291180,1246,curso #1180,1596547649,1603547649,curso#1180,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1246
0000-0000-0000-1181,user1181,NombreUsuario1181,Apellido1181,user1181@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291181,1247,curso #1181,1596547649,1603547649,curso#1181,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1247
0000-0000-0000-1182,user1182,NombreUsuario1182,Apellido1182,user1182@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291182,1248,curso #1182,1596547649,1603547649,curso#1182,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1248
0000-0000-0000-1183,user1183,NombreUsuario1183,Apellido1183,user1183@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291183,1249,curso #1183,1596547650,1603547650,curso#1183,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1249
0000-0000-0000-1184,user1184,NombreUsuario1184,Apellido1184,user1184@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291184,1250,curso #1184,1596547650,1603547650,curso#1184,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1250
0000-0000-0000-1185,user1185,NombreUsuario1185,Apellido1185,user1185@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291185,1251,curso #1185,1596547650,1603547650,curso#1185,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1251
0000-0000-0000-1186,user1186,NombreUsuario1186,Apellido1186,user1186@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291186,1252,curso #1186,1596547650,1603547650,curso#1186,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1252
0000-0000-0000-1187,user1187,NombreUsuario1187,Apellido1187,user1187@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291187,1253,curso #1187,1596547651,1603547651,curso#1187,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1253
0000-0000-0000-1188,user1188,NombreUsuario1188,Apellido1188,user1188@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291188,1254,curso #1188,1596547651,1603547651,curso#1188,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1254
0000-0000-0000-1189,user1189,NombreUsuario1189,Apellido1189,user1189@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291189,1255,curso #1189,1596547651,1603547651,curso#1189,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1255
0000-0000-0000-1190,user1190,NombreUsuario1190,Apellido1190,user1190@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291190,1256,curso #1190,1596547652,1603547652,curso#1190,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1256
0000-0000-0000-1191,user1191,NombreUsuario1191,Apellido1191,user1191@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291191,1257,curso #1191,1596547652,1603547652,curso#1191,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1257
0000-0000-0000-1192,user1192,NombreUsuario1192,Apellido1192,user1192@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291192,1258,curso #1192,1596547652,1603547652,curso#1192,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1258
0000-0000-0000-1193,user1193,NombreUsuario1193,Apellido1193,user1193@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291193,1259,curso #1193,1596547653,1603547653,curso#1193,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1259
0000-0000-0000-1194,user1194,NombreUsuario1194,Apellido1194,user1194@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291194,1260,curso #1194,1596547653,1603547653,curso#1194,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1260
0000-0000-0000-1195,user1195,NombreUsuario1195,Apellido1195,user1195@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291195,1261,curso #1195,1596547653,1603547653,curso#1195,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1261
0000-0000-0000-1196,user1196,NombreUsuario1196,Apellido1196,user1196@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291196,1262,curso #1196,1596547654,1603547654,curso#1196,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1262
0000-0000-0000-1197,user1197,NombreUsuario1197,Apellido1197,user1197@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291197,1263,curso #1197,1596547654,1603547654,curso#1197,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1263
0000-0000-0000-1198,user1198,NombreUsuario1198,Apellido1198,user1198@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291198,1264,curso #1198,1596547654,1603547654,curso#1198,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1264
0000-0000-0000-1199,user1199,NombreUsuario1199,Apellido1199,user1199@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291199,1265,curso #1199,1596547655,1603547655,curso#1199,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1265
0000-0000-0000-1200,user1200,NombreUsuario1200,Apellido1200,user1200@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291200,1266,curso #1200,1596547655,1603547655,curso#1200,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1266
0000-0000-0000-1201,user1201,NombreUsuario1201,Apellido1201,user1201@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291201,1267,curso #1201,1596547655,1603547655,curso#1201,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1267
0000-0000-0000-1202,user1202,NombreUsuario1202,Apellido1202,user1202@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291202,1268,curso #1202,1596547656,1603547656,curso#1202,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1268
0000-0000-0000-1203,user1203,NombreUsuario1203,Apellido1203,user1203@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291203,1269,curso #1203,1596547656,1603547656,curso#1203,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1269
0000-0000-0000-1204,user1204,NombreUsuario1204,Apellido1204,user1204@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291204,1270,curso #1204,1596547656,1603547656,curso#1204,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1270
0000-0000-0000-1205,user1205,NombreUsuario1205,Apellido1205,user1205@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291205,1271,curso #1205,1596547657,1603547657,curso#1205,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1271
0000-0000-0000-1206,user1206,NombreUsuario1206,Apellido1206,user1206@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291206,1272,curso #1206,1596547657,1603547657,curso#1206,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1272
0000-0000-0000-1207,user1207,NombreUsuario1207,Apellido1207,user1207@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291207,1273,curso #1207,1596547658,1603547658,curso#1207,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1273
0000-0000-0000-1208,user1208,NombreUsuario1208,Apellido1208,user1208@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291208,1274,curso #1208,1596547658,1603547658,curso#1208,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1274
0000-0000-0000-1209,user1209,NombreUsuario1209,Apellido1209,user1209@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291209,1275,curso #1209,1596547658,1603547658,curso#1209,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1275
0000-0000-0000-1210,user1210,NombreUsuario1210,Apellido1210,user1210@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291210,1276,curso #1210,1596547658,1603547658,curso#1210,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1276
0000-0000-0000-1211,user1211,NombreUsuario1211,Apellido1211,user1211@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291211,1277,curso #1211,1596547659,1603547659,curso#1211,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1277
0000-0000-0000-1212,user1212,NombreUsuario1212,Apellido1212,user1212@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291212,1278,curso #1212,1596547659,1603547659,curso#1212,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1278
0000-0000-0000-1213,user1213,NombreUsuario1213,Apellido1213,user1213@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291213,1279,curso #1213,1596547660,1603547660,curso#1213,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1279
0000-0000-0000-1214,user1214,NombreUsuario1214,Apellido1214,user1214@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291214,1280,curso #1214,1596547660,1603547660,curso#1214,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1280
0000-0000-0000-1215,user1215,NombreUsuario1215,Apellido1215,user1215@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291215,1281,curso #1215,1596547660,1603547660,curso#1215,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1281
0000-0000-0000-1216,user1216,NombreUsuario1216,Apellido1216,user1216@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291216,1282,curso #1216,1596547661,1603547661,curso#1216,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1282
0000-0000-0000-1217,user1217,NombreUsuario1217,Apellido1217,user1217@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291217,1283,curso #1217,1596547661,1603547661,curso#1217,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1283
0000-0000-0000-1218,user1218,NombreUsuario1218,Apellido1218,user1218@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291218,1284,curso #1218,1596547661,1603547661,curso#1218,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1284
0000-0000-0000-1219,user1219,NombreUsuario1219,Apellido1219,user1219@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291219,1285,curso #1219,1596547661,1603547661,curso#1219,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1285
0000-0000-0000-1220,user1220,NombreUsuario1220,Apellido1220,user1220@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291220,1286,curso #1220,1596547662,1603547662,curso#1220,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1286
0000-0000-0000-1221,user1221,NombreUsuario1221,Apellido1221,user1221@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291221,1287,curso #1221,1596547662,1603547662,curso#1221,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1287
0000-0000-0000-1222,user1222,NombreUsuario1222,Apellido1222,user1222@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291222,1288,curso #1222,1596547662,1603547662,curso#1222,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1288
0000-0000-0000-1223,user1223,NombreUsuario1223,Apellido1223,user1223@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291223,1289,curso #1223,1596547663,1603547663,curso#1223,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1289
0000-0000-0000-1224,user1224,NombreUsuario1224,Apellido1224,user1224@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291224,1290,curso #1224,1596547663,1603547663,curso#1224,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1290
0000-0000-0000-1225,user1225,NombreUsuario1225,Apellido1225,user1225@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291225,1291,curso #1225,1596547663,1603547663,curso#1225,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1291
0000-0000-0000-1226,user1226,NombreUsuario1226,Apellido1226,user1226@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291226,1292,curso #1226,1596547664,1603547664,curso#1226,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1292
0000-0000-0000-1227,user1227,NombreUsuario1227,Apellido1227,user1227@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291227,1293,curso #1227,1596547664,1603547664,curso#1227,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1293
0000-0000-0000-1228,user1228,NombreUsuario1228,Apellido1228,user1228@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291228,1294,curso #1228,1596547664,1603547664,curso#1228,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1294
0000-0000-0000-1229,user1229,NombreUsuario1229,Apellido1229,user1229@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291229,1295,curso #1229,1596547665,1603547665,curso#1229,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1295
0000-0000-0000-1230,user1230,NombreUsuario1230,Apellido1230,user1230@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291230,1296,curso #1230,1596547665,1603547665,curso#1230,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1296
0000-0000-0000-1231,user1231,NombreUsuario1231,Apellido1231,user1231@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291231,1297,curso #1231,1596547665,1603547665,curso#1231,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1297
0000-0000-0000-1232,user1232,NombreUsuario1232,Apellido1232,user1232@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291232,1298,curso #1232,1596547666,1603547666,curso#1232,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1298
0000-0000-0000-1233,user1233,NombreUsuario1233,Apellido1233,user1233@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291233,1299,curso #1233,1596547666,1603547666,curso#1233,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1299
0000-0000-0000-1234,user1234,NombreUsuario1234,Apellido1234,user1234@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291234,1300,curso #1234,1596547666,1603547666,curso#1234,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1300
0000-0000-0000-1235,user1235,NombreUsuario1235,Apellido1235,user1235@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291235,1301,curso #1235,1596547666,1603547666,curso#1235,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1301
0000-0000-0000-1236,user1236,NombreUsuario1236,Apellido1236,user1236@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291236,1302,curso #1236,1596547667,1603547667,curso#1236,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1302
0000-0000-0000-1237,user1237,NombreUsuario1237,Apellido1237,user1237@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291237,1303,curso #1237,1596547667,1603547667,curso#1237,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1303
0000-0000-0000-1238,user1238,NombreUsuario1238,Apellido1238,user1238@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291238,1304,curso #1238,1596547667,1603547667,curso#1238,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1304
0000-0000-0000-1239,user1239,NombreUsuario1239,Apellido1239,user1239@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291239,1305,curso #1239,1596547668,1603547668,curso#1239,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1305
0000-0000-0000-1240,user1240,NombreUsuario1240,Apellido1240,user1240@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291240,1306,curso #1240,1596547668,1603547668,curso#1240,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1306
0000-0000-0000-1241,user1241,NombreUsuario1241,Apellido1241,user1241@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291241,1307,curso #1241,1596547668,1603547668,curso#1241,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1307
0000-0000-0000-1242,user1242,NombreUsuario1242,Apellido1242,user1242@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291242,1308,curso #1242,1596547669,1603547669,curso#1242,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1308
0000-0000-0000-1243,user1243,NombreUsuario1243,Apellido1243,user1243@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291243,1309,curso #1243,1596547669,1603547669,curso#1243,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1309
0000-0000-0000-1244,user1244,NombreUsuario1244,Apellido1244,user1244@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291244,1310,curso #1244,1596547669,1603547669,curso#1244,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1310
0000-0000-0000-1245,user1245,NombreUsuario1245,Apellido1245,user1245@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291245,1311,curso #1245,1596547670,1603547670,curso#1245,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1311
0000-0000-0000-1246,user1246,NombreUsuario1246,Apellido1246,user1246@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291246,1312,curso #1246,1596547670,1603547670,curso#1246,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1312
0000-0000-0000-1247,user1247,NombreUsuario1247,Apellido1247,user1247@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291247,1313,curso #1247,1596547670,1603547670,curso#1247,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1313
0000-0000-0000-1248,user1248,NombreUsuario1248,Apellido1248,user1248@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291248,1314,curso #1248,1596547670,1603547670,curso#1248,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1314
0000-0000-0000-1249,user1249,NombreUsuario1249,Apellido1249,user1249@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291249,1315,curso #1249,1596547671,1603547671,curso#1249,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1315
0000-0000-0000-1250,user1250,NombreUsuario1250,Apellido1250,user1250@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291250,1316,curso #1250,1596547671,1603547671,curso#1250,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1316
0000-0000-0000-1251,user1251,NombreUsuario1251,Apellido1251,user1251@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291251,1317,curso #1251,1596547672,1603547672,curso#1251,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1317
0000-0000-0000-1252,user1252,NombreUsuario1252,Apellido1252,user1252@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291252,1318,curso #1252,1596547672,1603547672,curso#1252,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1318
0000-0000-0000-1253,user1253,NombreUsuario1253,Apellido1253,user1253@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291253,1319,curso #1253,1596547672,1603547672,curso#1253,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1319
0000-0000-0000-1254,user1254,NombreUsuario1254,Apellido1254,user1254@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291254,1320,curso #1254,1596547673,1603547673,curso#1254,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1320
0000-0000-0000-1255,user1255,NombreUsuario1255,Apellido1255,user1255@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291255,1321,curso #1255,1596547673,1603547673,curso#1255,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1321
0000-0000-0000-1256,user1256,NombreUsuario1256,Apellido1256,user1256@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291256,1322,curso #1256,1596547673,1603547673,curso#1256,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1322
0000-0000-0000-1257,user1257,NombreUsuario1257,Apellido1257,user1257@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291257,1323,curso #1257,1596547674,1603547674,curso#1257,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1323
0000-0000-0000-1258,user1258,NombreUsuario1258,Apellido1258,user1258@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291258,1324,curso #1258,1596547674,1603547674,curso#1258,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1324
0000-0000-0000-1259,user1259,NombreUsuario1259,Apellido1259,user1259@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291259,1325,curso #1259,1596547675,1603547675,curso#1259,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1325
0000-0000-0000-1260,user1260,NombreUsuario1260,Apellido1260,user1260@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291260,1326,curso #1260,1596547675,1603547675,curso#1260,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1326
0000-0000-0000-1261,user1261,NombreUsuario1261,Apellido1261,user1261@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,58097291261,1327,curso #1261,1596547675,1603547675,curso#1261,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=1327
